test_name,status,duration,timestamp,error,details
Application Startup,fail,4.089966773986816,2025-08-24T20:11:06.569434,"Application not accessible: HTTPConnectionPool(host='localhost', port=5000): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000169119F5DC0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))",{}
Home Page Access,fail,4.077234506607056,2025-08-24T20:11:10.646669,"HTTPConnectionPool(host='localhost', port=5000): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001691303E1E0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))",{}
Registration Page Access,fail,4.070300817489624,2025-08-24T20:11:14.716970,"HTTPConnectionPool(host='localhost', port=5000): Max retries exceeded with url: /auth/register (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001691303EB70>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))",{}
User Registration,fail,4.054975748062134,2025-08-24T20:11:18.771946,"User registration failed: HTTPConnectionPool(host='localhost', port=5000): Max retries exceeded with url: /auth/register (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001691303E7B0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))",{}
Login Page Access,fail,4.067871809005737,2025-08-24T20:11:22.839817,"HTTPConnectionPool(host='localhost', port=5000): Max retries exceeded with url: /auth/login (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001691303F560>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))",{}
User Login,fail,8.128369331359863,2025-08-24T20:11:30.969395,"User login failed: HTTPConnectionPool(host='localhost', port=5000): Max retries exceeded with url: /auth/login (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001691303ECF0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))",{}
User Login,fail,8.1228187084198,2025-08-24T20:11:40.093699,"User login failed: HTTPConnectionPool(host='localhost', port=5000): Max retries exceeded with url: /auth/login (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001691303EA20>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))",{}
Explore Page Access,fail,4.0547802448272705,2025-08-24T20:11:44.148479,"HTTPConnectionPool(host='localhost', port=5000): Max retries exceeded with url: /explore (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001691303F770>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))",{}
Critical Endpoints,fail,28.42607283592224,2025-08-24T20:12:12.574552,Too many endpoint failures: 7/7,{}
Post Creation,fail,12.199508428573608,2025-08-24T20:12:24.774060,Could not login with freshly registered user,"{""status_code"": ""N/A"", ""post_content"": ""N/A...""}"
API Users Endpoint,fail,4.076416015625,2025-08-24T20:12:28.851732,"HTTPConnectionPool(host='localhost', port=5000): Max retries exceeded with url: /api/users (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001691303E990>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))",{}
API Root Accessibility,fail,4.067535877227783,2025-08-24T20:12:36.993909,"HTTPConnectionPool(host='localhost', port=5000): Max retries exceeded with url: /api (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000016913080F80>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))",{}
API Users Endpoint,fail,4.074356317520142,2025-08-24T20:12:41.068265,"HTTPConnectionPool(host='localhost', port=5000): Max retries exceeded with url: /api/users (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000016913081310>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))",{}
API Tokens Endpoint,fail,4.070288419723511,2025-08-24T20:12:45.138553,"HTTPConnectionPool(host='localhost', port=5000): Max retries exceeded with url: /api/tokens (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000169130816A0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))",{}
API Error Handling,fail,4.075778484344482,2025-08-24T20:12:49.215538,"HTTPConnectionPool(host='localhost', port=5000): Max retries exceeded with url: /api/nonexistent (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001691303E150>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))",{}
API Response Headers,fail,4.064311981201172,2025-08-24T20:12:53.280850,"HTTPConnectionPool(host='localhost', port=5000): Max retries exceeded with url: /api/users (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000001691303ED50>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it'))",{}
